파라핀 생검 처리 과정에서 동결절편의 장점으로 가장 적절한 것은?	수술 중 신속 진단이 가능하다	파라핀보다 형태가 항상 우수하다	영구 보관에 가장 유리하다	특수염색이 필요 없다	전자현미경을 대체한다	신속성이 동결의 존재 이유이다.	형태는 파라핀이 나은 경우가 많다.	파라핀 블록이 보관에 유리하다.	특수염색은 별도이다.	EM은 다른 고정이다.
파라핀 생검 처리 과정에서 칼슘 염색으로 흔히 쓰는 것은?	von Kossa	Wright	Gram	Congo red	PAS	은 치환으로 인산칼슘을 본다.	혈액 염색 이웃이다.	세균 염색 이웃이다.	아밀로이드 이웃이다.	당질 이웃이다.
파라핀 생검 처리 과정에서 산성 점액에 쓰는 염색은?	Alcian blue(pH 2.5)	Berlin blue	Wright	Gram	AFB	Alcian blue가 산성 점액을 염색한다.	철염색 이웃이다.	혈액 염색 이웃이다.	세균 염색 이웃이다.	항산 이웃이다.
다음 소견에 가장 가까운 색소는?||- 산성 포르말린 고정 후||- 갈색-흑색 과립||- 알코올성 피크르산 등으로 제거 시도	포르말린 색소	멜라닌	혈철소	탄분	지질갈색소	산성 포르말린 색소는 제거 가능한 인공산물이다.	멜라닌은 표백 감별 이웃이다.	혈철소는 철염색 양성 이웃이다.	탄분은 표백·철염색에 남는다.	리포푸신 이웃이다.
파라핀 생검 처리 과정에서 박절 시 칼자국(knife mark)의 가장 흔한 원인은?	칼날 손상 또는 이물	과고정만	탈수 부족만	수조 온도만	포매 방향만	날 결함·이물이 직선 흠을 만든다.	과고정은 경도 인공산물 이웃이다.	탈수 부족은 침투 불량 이웃이다.	수온은 주름·펴짐 이웃이다.	방향은 면 선택 이웃이다.
파라핀 생검 처리 과정에서 절편 chatter의 원인으로 가장 적절한 것은?	칼 또는 블록 고정 불량	환자 혈액형	라벨 잉크 색	실내 조명	봉입제 굴절률만	진동·고정 불량이 물결 자국을 만든다.	혈액형은 무관하다.	라벨은 식별 이웃이다.	조명은 관찰 환경이다.	굴절률은 봉입 이웃이다.
파라핀 생검 처리 과정에서 과도한 탈수의 결과로 옳은 것은?	조직이 단단해지고 부서지기 쉽다	조직이 더 부드러워진다	파라핀 침투가 항상 좋아진다	핵 염색만 진해진다	고정이 필요 없어진다	과탈수는 수축·취성을 준다.	연화는 반대이다.	침투가 좋아지는 것이 아니다.	염색 변화는 이차이다.	고정은 이미 끝난 단계이다.
불완전 탈수의 결과로 옳은 것은?	파라핀 침투가 불량하다	절편이 항상 완벽하다	고정이 향상된다	염색이 자동 완성된다	투명 단계가 필요 없어진다	물이 남으면 파라핀이 들어가지 않는다.	완벽해지지 않는다.	고정은 이미 끝이다.	염색은 별도다.	투명이 더 중요해진다.
파라핀 생검 처리 과정에서 IHC의 원리로 옳은 것은?	항원-항체 반응으로 항원을 국재한다	각 염료의 전하만으로 염색한다	세균을 배양한다	핵산을 증폭한다	단백을 전기영동한다	항체로 조직 항원을 본다.	H&E형 염색 환경 이웃이다.	배양은 미생물 이웃이다.	PCR은 분자 이웃이다.	전기영동은 화학 이웃이다.
파라핀 생검 처리 과정에서 지질 염색에 유리한 절편은?	동결절편	완전 탈지된 파라핀 절편	자일렌 과처리 절편	강산 탄화 절편	고온 회화 절편	지질은 유기용매에 녹으므로 동결이 유리하다.	파라핀 처리는 탈지된다.	자일렌은 지질을 녹인다.	탄화는 구조를 파괴한다.	회화는 무기질 쪽이다.
파라핀 생검 처리 과정에서 Oil red O가 염색하는 것은?	지방	철	칼슘	핵산	산성 점액	지질의 대표 염색이다.	철은 Prussian blue 이웃이다.	칼슘은 von Kossa 이웃이다.	핵산은 Feulgen 이웃이다.	점액은 Alcian 이웃이다.
파라핀 생검 처리 과정에서 세망섬유를 보는 은염색의 대상으로 옳은 것은?	세망섬유	지방	철	칼슘	멜라닌	reticulin 은염색이다.	지질 이웃이다.	철 이웃이다.	칼슘 이웃이다.	멜라닌은 Fontana 이웃이다.
파라핀 생검 처리 과정에서 탄력섬유 염색의 예는?	Verhoeff(VVG)	Wright	Gram	Berlin blue	Congo red	VVG 등이 탄력섬유를 검게 한다.	혈액 염색 이웃이다.	세균 염색 이웃이다.	철염색 이웃이다.	아밀로이드 이웃이다.
파라핀 생검 처리 과정에서 세포진 도말 고정에 흔히 쓰는 것은?	95% 알코올	증류수	생리식염수	파라핀	헤마톡실린	도말은 알코올 습윤 고정이 흔하다.	물은 용혈·팽윤을 준다.	식염수는 보관 액이 아니다.	파라핀은 조직 포매이다.	헤마톡실린은 염색액이다.
파라핀 생검 처리 과정에서 Pap 염색이 주로 쓰이는 분야는?	세포진단	혈액배양	전해질 분석	심전도	세망섬유	Pap는 세포진 기본 염색이다.	배양은 미생물 이웃이다.	전해질은 화학 이웃이다.	심전도는 생리 이웃이다.	세망섬유은(는) 같은 단원의 이웃 개념이다.
파라핀 블록을 박절할 때 마이크로톰의 용도로 옳은 것은?	조직 블록을 얇게 박절한다	전혈을 채혈한다	세균을 배양한다	혈장을 분리한다	흡광도를 측정한다	박절 기구이다.	채혈 기구 이웃이다.	배양기 이웃이다.	원심 이웃이다.	분광 이웃이다.
파라핀 절편을 H&E하기 전에 탈파라핀하는 이유는?	수성 염색액이 조직에 닿게 하려고	고정을 하려고	배양을 하려고	채혈을 하려고	봉입만 하려고	파라핀을 빼야 염료가 스민다.	고정은 이미 끝이다.	배양과 무관하다.	채혈과 무관하다.	봉입은 마지막이다.
염색이 끝난 절편을 봉입하는 목적으로 옳은 것은?	절편을 보호하고 굴절을 맞춘다	고정한다	탈수한다	배양한다	채혈한다	커버글라스와 매질로 보존한다.	고정은 앞 단계이다.	탈수는 처리 단계이다.	배양과 무관하다.	채혈과 무관하다.
파라핀 생검 처리 과정에서 양성 대조를 넣는 목적은?	염색·반응이 작동했는지 확인한다	환자를 바꾼다	고정을 생략한다	라벨을 지운다	박절을 생략한다	대조가 안 되면 위음성이다.	식별과 반대이다.	고정을 생략하지 않는다.	라벨은 유지한다.	박절은 필요하다.
파라핀 생검 처리 과정에서 큰 장기를 잘 고정하려면?	절개하여 고정액이 스며들게 한다	통째로만 둔다	물만 뿌린다	말린다	태운다	두꺼우면 중심 고정이 늦다.	통째로는 중심 자가분해가 난다.	물은 고정액이 아니다.	건조는 손상을 준다.	탄화는 파괴이다.
파라핀 생검 처리 과정에서 고정이 늦어지면?	자가분해가 진행된다	형태가 더 좋아진다	배양이 된다	염색이 자동으로 된다	파라핀이 필요 없어진다	효소 자가분해가 구조를 무너뜨린다.	좋아지지 않는다.	고정 조직은 배양이 아니다.	염색은 별도다.	처리 매질은 남는다.
파라핀 생검 처리 과정에서 자일렌 취급 시 주의점으로 옳은 것은?	환기하고 밀폐 보관한다	음용한다	환기 없이 밀폐실에서 흡입한다	맨손으로 세척한다	음식물과 같이 둔다	유기용매이므로 환기·보호구가 필요하다.	음용은 금지이다.	흡입은 위험이다.	피부 접촉을 피한다.	음식물과 분리한다.
파라핀 생검 처리 과정에서 은염색 기구를 깨끗이 하는 이유는?	비특이 은 침착을 막으려고	은을 더 쓰려고	고정을 생략하려고	박절을 생략하려고	라벨을 생략하려고	오염은 위양성을 만든다.	절약이 목적이 아니다.	고정은 별도다.	박절은 별도다.	식별은 별도다.
핵이 너무 옅을 때 우선 점검할 것은?	헤마톡실린 시간과 분화	봉입제 상표만	환자 신장	수조 조명	파라핀 색	핵 염색·분화가 1차 원인이다.	봉입은 후반이다.	신장은 무관하다.	조명은 관찰이다.	파라핀 색은 무관하다.
파라핀 생검 처리 과정에서 에오신이 너무 진하면?	세포질이 과도하게 붉다	핵만 파래진다	철만 보인다	진균만 보인다	환기하고 밀폐 보관한다	시간을 줄이거나 분화한다.	핵은 헤마톡실린 쪽이다.	철염색이 아니다.	진균 염색이 아니다.	환기하고 밀폐 보관한다은(는) 같은 단원의 이웃 개념이다.
파라핀 생검 처리 과정에서 인공산물(artifact)의 의미로 옳은 것은?	처리 과정에서 생긴 가짜 소견	정상 세포	병원체 자체	정상 염색 결과	환자 증상	오진을 줄이려면 인공산물을 안다.	정상 구조와 구별한다.	병원체와 구별한다.	염색 성공과 구별한다.	임상 증상과 다르다.
파라핀 생검 처리 과정에서 멜라닌 표백의 목적은?	다른 갈색 색소와 감별한다	철을 늘린다	칼슘을 늘린다	점액을 늘린다	핵산을 늘린다	표백 후 남으면 멜라닌이 아니다.	철은 늘지 않는다.	칼슘은 늘지 않는다.	점액은 늘지 않는다.	핵산은 늘지 않는다.
파라핀 생검 처리 과정에서 Fontana-Masson이 보는 것은?	멜라닌	철	칼슘	지방	점액	멜라닌 은염색이다.	철은 Prussian blue이다.	칼슘은 von Kossa이다.	지방은 Oil red이다.	점액은 Alcian/PAS이다.
파라핀 생검 처리 과정에서 위생검 Helicobacter에 흔히 쓰는 염색 예는?	Giemsa	Berlin blue	von Kossa	Oil red	Masson만	위점막 Giemsa 등이 전형이다.	철염색 이웃이다.	칼슘 이웃이다.	지질 이웃이다.	교원 이웃이다.
파라핀 생검 처리 과정에서 Feulgen 반응이 특이적으로 보는 것은?	DNA	철	칼슘	지방	점액	DNA 특이 반응으로 배운다.	철 이웃이다.	칼슘 이웃이다.	지방 이웃이다.	점액 이웃이다.
파라핀 생검 처리 과정에서 파라핀이 너무 뜨거우면?	조직이 손상·경화될 수 있다	멜라닌	고정이 향상된다	핵만 진해진다	배양이 된다	융점보다 과열하면 수축·취성이다.	멜라닌은(는) 같은 단원의 이웃 개념이다.	고정은 이미 끝이다.	염색과 직접 등가가 아니다.	배양이 아니다.
파라핀 생검 처리 과정에서 수세의 목적은?	남은 시약을 제거한다	고정한다	탈수한다	침투한다	봉입한다	단계 사이 잔류 시약을 씻는다.	고정은 앞 단계이다.	탈수는 알코올 단계이다.	침투는 파라핀 단계이다.	봉입은 마지막이다.
커버글라스 아래 기포의 문제는?	관찰을 방해한다	진단이 항상 좋아진다	고정이 향상된다	핵이 진해진다	철이 늘어난다	기포는 시야를 가린다.	좋아지지 않는다.	고정과 무관하다.	핵 농도와 무관하다.	철과 무관하다.
파라핀 생검 처리 과정에서 골수 생검에 흔히 필요한 추가 처리는?	탈칼슘	수혈	심전도	폐기능	조직이 손상·경화될 수 있다	골주가 있으면 탈칼슘한다.	혈액은행 이웃이다.	생리 이웃이다.	폐기능 이웃이다.	조직이 손상·경화될 수 있다은(는) 같은 단원의 이웃 개념이다.
동결절편을 만들 때 OCT 매질의 용도로 옳은 것은?	동결 포매 지지매질	고정액	염색액	봉입제	탈수제	동결절편 지지체이다.	고정액이 아니다.	염색액이 아니다.	봉입제가 아니다.	탈수제가 아니다.
파라핀 생검 처리 과정에서 슬라이드에 연필로 쓰는 이유는?	시약 처리에 잘 안 지워져서	미관 때문에	속도만 때문에	비밀 유지가 안 되어서	바코드를 금지하려고	연필 탄소는 용매에 남는다.	미관이 목적이 아니다.	속도가 전부가 아니다.	식별 유지가 목적이다.	바코드와 병행한다.
파라핀 생검 처리 과정에서 포매 방향이 중요한 이유는?	진단에 필요한 면이 잘리게 하려고	색만 맞추려고	무게만 맞추려고	속도만 높이려고	향만 맞추려고	올바른 면이 절편에 나오게 한다.	색이 아니다.	무게가 아니다.	속도만이 아니다.	향이 아니다.
Congo red 판독에서 중요한 것은?	편광 복굴절	냄새	무게	실온만	육안 적색만	사과녹색 복굴절을 확인한다.	후각이 아니다.	무게가 아니다.	온도만이 아니다.	육안만으로 부족하다.
Masson에서 근육 색으로 배우는 것은?	빨강	파랑만	검정만	투명	은색	근육 빨강, 교원 청/녹이다.	교원 색과 한 칸 혼동.	은염색 이미지.	염색 실패.	금속 침착 이미지.
파라핀 생검 처리 과정에서 항원복구의 목적은?	고정으로 가려진 항원을 노출한다	조직을 탄다	핵을 제거한다	파라핀을 추가한다	배양한다	열·효소로 항원성을 회복한다.	파괴가 목적이 아니다.	핵 제거가 아니다.	파라핀 추가가 아니다.	배양이 아니다.
파라핀 생검 처리 과정에서 DAB 양성색으로 흔한 것은?	갈색	형광 초록만	파랑만	투명	은백색	통상 DAB는 갈색이다.	형광은 다른 검출 이웃이다.	AP 기질 파랑 등과 혼동.	발색 실패.	은염색 이미지.
파라핀 생검 처리 과정에서 생검이 마르면?	형태가 나빠진다	더 좋아진다	배양이 된다	염색이 자동이다	고정이 필요 없다	건조 인공산물이 생긴다.	좋아지지 않는다.	배양이 아니다.	염색은 별도다.	고정이 더 급하다.
파라핀 생검 처리 과정에서 음성 대조의 목적은?	비특이 반응을 확인한다	환자를 바꾼다	고정을 생략한다	박절을 생략한다	라벨을 지운다	특이성을 담보한다.	식별과 반대이다.	고정을 생략하지 않는다.	박절은 필요하다.	라벨은 유지한다.
파라핀 생검 처리 과정에서 탈칼슘이 지나치면?	핵 염색이 나빠질 수 있다	갈색	배양이 된다	철이 늘어난다	점액이 늘어난다	과탈칼슘은 핵산을 손상한다.	갈색은(는) 같은 단원의 이웃 개념이다.	배양이 아니다.	철과 무관하다.	점액과 무관하다.
파라핀 생검 처리 과정에서 수조 온도가 중요한 이유는?	절편 펴짐에 영향을 줘서	혈액형에 영향을 줘서	심전도에 영향을 줘서	형태가 나빠진다	혈압에 영향을 줘서	너무 뜨거우면 녹고 차가우면 주름이 남는다.	혈액형과 무관하다.	ECG와 무관하다.	형태가 나빠진다은(는) 같은 단원의 이웃 개념이다.	혈압과 무관하다.
파라핀 생검 처리 과정에서 너무 두꺼운 절편의 문제는?	겹침으로 판독이 어렵다	비특이 반응을 확인한다	핵만 진해진다	철이 증가한다	진균만 보인다	적정 두께로 자른다.	비특이 반응을 확인한다은(는) 같은 단원의 이웃 개념이다.	핵 농도와 등가가 아니다.	철과 무관하다.	진균과 무관하다.
파라핀 생검 처리 과정에서 너무 얇은 절편의 문제는?	찢어지거나 구조가 약하다	핵 염색이 나빠질 수 있다	고정이 향상된다	배양이 향상된다	절편 펴짐에 영향을 줘서	적정 두께가 중요하다.	핵 염색이 나빠질 수 있다은(는) 같은 단원의 이웃 개념이다.	고정과 무관하다.	배양과 무관하다.	절편 펴짐에 영향을 줘서은(는) 같은 단원의 이웃 개념이다.
파라핀 생검 처리 과정에서 알코올 농도를 단계적으로 올리는 이유는?	급격한 수축을 막으려고	시간을 낭비하려고	색만 맞추려고	향만 맞추려고	무게만 줄이려고	점진 탈수가 원칙이다.	시간 낭비가 목적이 아니다.	색이 아니다.	향이 아니다.	무게가 아니다.
파라핀 생검 처리 과정에서 투명 불충분 시?	파라핀 침투가 불량하다	겹침으로 판독이 어렵다	고정이 향상된다	핵이 진해진다	철이 증가한다	중간매질이 부족하면 침투가 안 된다.	겹침으로 판독이 어렵다은(는) 같은 단원의 이웃 개념이다.	고정은 끝이다.	염색과 직접 등가가 아니다.	철과 무관하다.
파라핀 생검 처리 과정에서 침투 불충분 시?	절편이 부서진다	찢어지거나 구조가 약하다	고정이 향상된다	염색이 자동이다	급격한 수축을 막으려고	지지 매질이 부족하다.	찢어지거나 구조가 약하다은(는) 같은 단원의 이웃 개념이다.	고정은 끝이다.	염색은 별도다.	급격한 수축을 막으려고은(는) 같은 단원의 이웃 개념이다.
파라핀 생검 처리 과정에서 H&E 분화에 쓰는 것의 예는?	산성 알코올	파라핀	포르말린	생리식염수	자일렌만	과염색 헤마톡실린을 뺀다.	포매 매질이다.	고정액이다.	등장액이다.	투명제이다.
파라핀 생검 처리 과정에서 블루잉의 목적은?	핵을 푸른색으로 안정시킨다	지방을 염색한다	철을 염색한다	칼슘을 염색한다	점액을 염색한다	헤마톡실린 후 알칼리 블루잉이다.	지질 염색이 아니다.	철염색이 아니다.	칼슘 염색이 아니다.	점액 염색이 아니다.
PAS 양성, 디아스타제 저항이면?	점액 등(글리코겐 아님)	글리코겐	철	칼슘	지방	소화에 안 사라지면 글리코겐이 아니다.	글리코겐은 소화로 소실된다.	철은 PAS가 아니다.	칼슘은 PAS가 아니다.	지방은 PAS가 아니다.
파라핀 생검 처리 과정에서 조직 내 탄소(탄분)의 특징으로 옳은 것은?	표백·철염색에 없어지지 않는다	산성 알코올	핵을 푸른색으로 안정시킨다	점액 등(글리코겐 아님)	빠른 진단으로 수술 방침을 돕는다	색소 감별에서 불용성이다.	산성 알코올은(는) 같은 단원의 이웃 개념이다.	핵을 푸른색으로 안정시킨다은(는) 같은 단원의 이웃 개념이다.	점액 등(글리코겐 아님)은(는) 같은 단원의 이웃 개념이다.	빠른 진단으로 수술 방침을 돕는다은(는) 같은 단원의 이웃 개념이다.
파라핀 생검 처리 과정에서 수술 중 동결의 목적은?	빠른 진단으로 수술 방침을 돕는다	영구 보관	배양	수혈	채혈	동결은 신속 진단용이다.	영구는 파라핀이 낫다.	배양이 아니다.	수혈이 아니다.	채혈이 아니다.
파라핀 생검 처리 과정에서 파라핀 블록 보관의 이유는?	재절·재염색이 가능해서	버리려고	태우려고	배양하려고	수혈하려고	추가 검사가 가능하다.	폐기가 목적이 아니다.	소각이 목적이 아니다.	배양이 아니다.	수혈이 아니다.
파라핀 생검 처리 과정에서 전자현미경 1차 고정액으로 배우는 것은?	글루타르알데히드	생리식염수	증류수	헤마톡실린	에오신	미세구조용 알데하이드 고정이다.	등장액이다.	물이 아니다.	핵 염료이다.	세포질 염료이다.
파라핀 생검 처리 과정에서 Bouin 고정액의 특징으로 배우는 것은?	핵 염색이 비교적 선명하다	혈액을 배양한다	파라핀을 대체한다	탈수가 필요 없다	염색이 필요 없다	피크르산 포함 고정액으로 핵이 또렷하다.	배양이 아니다.	포매 매질이 아니다.	탈수는 필요하다.	염색은 필요하다.
파라핀 생검 처리 과정에서 조직병리 기본 흐름으로 옳은 것은?	고정-처리-포매-박절-염색	염색-채혈-배양	수혈-교차-채혈	심전도-폐기능-뇌파	원심-분석-보고만	표준 조직 처리 순서이다.	혈액·미생물 흐름이다.	수혈 흐름이다.	생리 흐름이다.	화학 분석 흐름이다.
검체 접수 시 부적합한 것은?	이름 불명·건조·고정 불량	글루타르알데히드	고정이 적절함	크기가 적절함	의뢰가 명확함	식별·상태 불량이 부적합이다.	글루타르알데히드은(는) 같은 단원의 이웃 개념이다.	적절 고정은 적합이다.	적절 크기는 적합이다.	명확 의뢰는 적합이다.
동결 전 조직을 너무 크게 하면?	동결이 불균일하다	핵 염색이 비교적 선명하다	형태가 완벽하다	인공산물이 없다	염색이 자동이다	적절한 크기로 자른다.	핵 염색이 비교적 선명하다은(는) 같은 단원의 이웃 개념이다.	완벽하지 않다.	빙정 인공산물이 늘 수 있다.	염색은 별도다.
파라핀 생검 처리 과정에서 자일렌 대체의 이유로 적절한 것은?	유해성을 줄이려고	맛을 높이려고	색을 높이려고	무게를 줄이려고	소음을 줄이려고	안전·환경 때문이다.	미각이 아니다.	색이 아니다.	무게가 아니다.	소음이 아니다.
파라핀 생검 처리 과정에서 봉입제 선택 시 볼 것은?	굴절률과 보존성	맛	향	가격만	색만	관찰·보존에 맞춘다.	미각이 아니다.	후각이 아니다.	가격만이 아니다.	색만이 아니다.
파라핀 생검 처리 과정에서 슬라이드 보관 시 피해야 할 것은?	고온다습과 직사광선	서늘 건조	암소	식별 유지	먼지 차단	황변·손상을 막는다.	서늘 건조는 권장이다.	암소는 권장이다.	식별은 유지한다.	먼지를 차단한다.
파라핀 생검 처리 과정에서 림프절 생검 취급으로 옳은 것은?	건조를 막고 고정·표기한다	으깨서 폐기한다	고정 없이 방치한다	다른 검체와 합친다	태운다	신속 고정과 식별이 핵심이다.	파괴는 안 된다.	방치는 자가분해이다.	합침은 바꿈이다.	소각이 아니다.
파라핀 생검 처리 과정에서 칼 안전으로 옳은 것은?	가드를 쓰고 방향을 주의한다	맨손으로 날을 만진다	칼을 방치한다	음료와 같이 조작한다	보호구를 금지한다	날카로운 기구 원칙이다.	맨손은 위험하다.	방치는 위험하다.	음료와 분리한다.	보호가 필요하다.
파라핀 생검 처리 과정에서 특수염색 선택 기준은?	보고 싶은 물질	시약 가격만	색의 예쁨만	임의	라벨 색	목적에 맞게 고른다.	가격만이 아니다.	미관이 아니다.	임의가 아니다.	라벨 색이 아니다.
파라핀 생검 처리 과정에서 은염색이 진균에 쓰이는 이유는?	세포벽에 은이 침착해서	핵만 염색해서	지방만 염색해서	철만 염색해서	칼슘만 염색해서	진균 관찰에 유리하다.	핵 특이 염색이 아니다.	지질 염색이 아니다.	철염색이 아니다.	칼슘 염색이 아니다.
파라핀 생검 처리 과정에서 AFB 양성균의 예는?	결핵균	포도상구균	대장균	연쇄상구균	폐렴구균	항산균이다.	그람양성 구균 이웃이다.	그람음성 간균 이웃이다.	그람양성 사슬 이웃이다.	그람양성 쌍구 이웃이다.
파라핀 생검 처리 과정에서 카세트에 조직을 넣는 이유는?	처리와 식별을 위해서	배양을 위해서	수혈을 위해서	채혈을 위해서	심전도를 위해서	조직 처리용 용기이다.	배양이 아니다.	수혈이 아니다.	채혈이 아니다.	생리가 아니다.
일상 생검 개관에 쓰는 기본 염색으로 옳은 것은?	H&E	Gram만	Wright만	Congo red만	Oil red만	병리 기본은 H&E이다.	세균 염색이다.	혈액 염색이다.	아밀로이드 염색이다.	지질 염색이다.
파라핀 생검 처리 과정에서 피부 생검 고정으로 흔한 것은?	포르말린	증류수	건조	비닐만	가열	표준 포르말린 고정이다.	물은 고정액이 아니다.	건조는 손상이다.	비닐만은 고정이 아니다.	가열은 표준이 아니다.
조직병리 검사실 정도관리에 해당하는 것은?	대조·시약·장비 점검	결과 위조	라벨 생략	고정 생략	정보 무단 공개	QC가 품질의 기본이다.	위조는 반대이다.	식별은 필수이다.	고정은 필요하다.	비밀을 지킨다.
수술방에서 보낸 생검의 기본 취급으로 옳은 것은?	건조 방지·고정·표기	고정 없이 방치	이름 추정	다른 검체와 섞기	태우기	표준 절차이다.	방치는 손상이다.	추정은 바꿈이다.	혼합은 바꿈이다.	소각이 아니다.
