EMB에서 금속광택 집락으로 가장 의심되는 균은?	Escherichia coli	황색포도상	화농연쇄	결핵균	칸디다	유당 발효 G−이다.	그람양성이다.	그람양성이다.	항산이다.	진균이다.
임상미생물 동정·감수성 과정에서 Chocolate agar가 필요한 이유로 가까운 것은?	일부 영양요구균 배양	그람양성만	진균만	바이러스만	기생충만	가열 용해 혈액이다.	선택만이 목적이 아니다.	진균 배지가 아니다.	바이러스는 세포배양이다.	원충이 아니다.
다음 소견에 가장 가까운 균은?||- 카탈라제 +||- 응고효소 +||- 그람양성 포도알	S. aureus	S. epidermidis	S. pyogenes	E. faecalis	S. pneumoniae	황색포도상이다.	CNS 이웃이다.	연쇄 이웃이다.	장구균 이웃이다.	폐렴구균 이웃이다.
다음 소견에 가장 가까운 균은?||- 카탈라제 −||- β용혈||- A군 연쇄	S. pyogenes	S. aureus	S. pneumoniae	E. coli	P. aeruginosa	화농연쇄이다.	포도상 이웃이다.	α용혈 이웃이다.	장내세균 이웃이다.	비발효 이웃이다.
다음 소견에 가장 가까운 균은?||- 그람음성 막대||- 산화효소 +||- 녹색 색소	P. aeruginosa	E. coli	K. pneumoniae	S. aureus	S. pyogenes	녹농균이다.	장내세균 oxidase− 이웃이다.	장내세균 이웃이다.	그람양성이다.	그람양성이다.
KOH 도말에서 균사가 보이면?	진균	항산균만	그람양성만	바이러스만	정상 상피만	진균 검사이다.	항산과 다르다.	그람과 다르다.	바이러스는 안 보인다.	상피와 구별한다.
ZN 염색에서 탈색 후에도 적색이면?	항산균 양성	단순 그람양성	단순 그람음성	진균 효모만	스피로헤타	AFB+이다.	그람과 다르다.	그람과 다르다.	진균 염색과 다르다.	은염색·암시야 이웃이다.
H2O2 첨가 후 기포가 나면?	Catalase 양성	Oxidase 양성	Coagulase 양성	Urease 양성	Indole 양성	산소 발생이다.	시토크롬 이웃이다.	혈장 응고 이웃이다.	요소 분해 이웃이다.	트립토판 이웃이다.
혈장 시험에서 응고 덩어리가 보이면?	Coagulase 양성	Catalase 양성	Oxidase 양성	Urease 양성	Indole 양성	S. aureus 표지이다.	H2O2 이웃이다.	시토크롬 이웃이다.	요소 이웃이다.	인돌 이웃이다.
임상미생물 동정·감수성 과정에서 시약이 수초 내 보라색으로 변하면?	Oxidase 양성	Catalase 양성	Coagulase 양성	Urease 양성	Indole 양성	시토크롬 c이다.	거품 이웃이다.	응고 이웃이다.	분홍 요소 이웃이다.	적색 인돌 이웃이다.
임상미생물 동정·감수성 과정에서 디스크 주변 맑은 띠의 의미는?	억제대(감수성 평가)	집락 수	용혈만	유당만	항산성만	Kirby-Bauer이다.	정량이 아니다.	혈액한천 이웃이다.	MacConkey 이웃이다.	AFB 이웃이다.
임상미생물 동정·감수성 과정에서 억제대가 매우 작거나 없으면?	내성(R) 가능	반드시 오염	반드시 정상총	반드시 바이러스	반드시 진균	해석표와 비교한다.	오염과 단정하지 않는다.	병원균일 수 있다.	세균 시험이다.	세균 시험이다.
다음 충란 소견에 가장 가까운 것은?||- 두꺼운 피막||- 타원||- 유충 또는 할구	회충란형	구충란형	조충란형	편충란형	간흡충란형	Ascaris형이다.	얇은 피막 이웃이다.	방사선조 이웃이다.	마개·통형 이웃이다.	뚜껑·소극 이웃이다.
임상미생물 동정·감수성 과정에서 얇은 피막·분할란 모식에 가까운 것은?	구충란형	회충란형	조충란형	편충란형	요충란형	hookworm이다.	두꺼운 피막 이웃이다.	방사선조 이웃이다.	마개 이웃이다.	한쪽 평편 이웃이다.
임상미생물 동정·감수성 과정에서 방사선조 두꺼운 피막 모식은?	조충란	회충란	구충란	편충란	요충란	Taenia이다.	유충 피막 이웃이다.	얇은 피막 이웃이다.	마개 이웃이다.	평편 이웃이다.
임상미생물 동정·감수성 과정에서 배 모양·쌍핵 원충 영양형은?	Giardia	Entamoeba histolytica	Trichomonas vaginalis	Plasmodium	Cryptosporidium	편모충이다.	아메바 이웃이다.	질편모충 이웃이다.	말라리아 이웃이다.	와포자충 이웃이다.
Giardia와 가장 관련 깊은 검체는?	대변(또는 십이지장액)	혈액만	소변만	뇌척수만	객담만	장관 원충이다.	혈액 원충과 다르다.	요로와 다르다.	수막과 다르다.	호흡기와 다르다.
다음 성상에 가장 가까운 것은?||- 그람음성 막대||- 유당 발효 +||- 인돌 +	E. coli	Salmonella	Shigella	P. aeruginosa	S. aureus	대장균 패널이다.	유당− 이웃이다.	유당− 이웃이다.	oxidase+ 이웃이다.	그람양성이다.
다음 성상에 가장 가까운 것은?||- 그람음성 막대||- 유당 비발효||- 산화효소 −||- 운동성 +	Salmonella	E. coli	K. pneumoniae	P. aeruginosa	S. pyogenes	살모넬라 패널이다.	유당+ 이웃이다.	운동성−·협막 이웃이다.	oxidase+ 이웃이다.	그람양성이다.
임상미생물 동정·감수성 과정에서 혐기 배양기가 필요한 균 예는?	Clostridium	녹농균	결핵균(일상 호기)	칸디다	대장균(일상 호기)	혐기이다.	호기 비발효이다.	항산 특수 배양이다.	진균이다.	장내세균 호기이다.
임상미생물 동정·감수성 과정에서 결핵균 배양에 쓰는 배지 예는?	Lowenstein-Jensen	MacConkey만	혈액한천만	EMB만	초콜릿만	항산 특수이다.	장내세균 이웃이다.	일반 혈액 이웃이다.	장내세균 이웃이다.	영양요구 이웃이다.
인플루엔자 신속항원 검체로 적절한 것은?	비인두 도말	대변만	소변만	뇌척수만	골수만	호흡기이다.	장관이 아니다.	요로가 아니다.	중추가 아니다.	조혈이 아니다.
객담 그람에서 편평상피가 매우 많으면?	구강 오염 가능	이상적 하기도 검체	반드시 결핵	반드시 바이러스	반드시 정상	적절성 평가이다.	상피가 적어야 하기도이다.	항산과 단정하지 않는다.	바이러스와 단정하지 않는다.	오염일 수 있다.
임상미생물 동정·감수성 과정에서 뇌척수액 그람은?	신속 보고가 중요하다	내일 해도 된다	라벨 없이 한다	실온 일주일 둔다	일반쓰레기로 버린다	수막염 응급이다.	지체하면 안 된다.	식별이 필수이다.	즉시 처리한다.	감염성 폐기이다.
임상미생물 동정·감수성 과정에서 요배양 집락수가 중요한 이유는?	오염과 감염을 가리려고	혈액형 때문에	교차 때문에	조직 때문에	심전도 때문에	정량이다.	수혈이 아니다.	혈액은행이 아니다.	병리가 아니다.	생리가 아니다.
임상미생물 동정·감수성 과정에서 운송 배지를 쓰는 이유는?	생존을 유지하려고	고정을 하려고	박절을 하려고	봉입을 하려고	탈수를 하려고	미생물 운송이다.	조직 고정이 아니다.	조직이 아니다.	조직이 아니다.	조직이 아니다.
검체를 냉장고에 두면 안 되는 예는?	수막구균 의심 CSF	일반 소변 일부	대변 충란 일부	혈청 보관	파라핀 블록	일부 균은 추위에 죽는다.	요는 냉장하는 경우가 많다.	충란은 보관 가능하다.	화학 보관이다.	조직 보관이다.
임상미생물 동정·감수성 과정에서 소독과 멸균의 차이로 옳은 것은?	멸균은 아포까지 제거를 목표로 한다	둘의 목표가 완전히 같다	소독이 항상 더 강하다	멸균은 손소독만 말한다	소독은 아포만 목표로 한다	강도·대상이 다르다.	같지 않다.	멸균이 더 강하다.	손소독은 소독이다.	아포는 멸균 쪽이다.
임상미생물 동정·감수성 과정에서 고압증기멸균의 대표 조건으로 배우는 것은?	121℃, 15분 전후	37℃, 5분	4℃, 15분	25℃, 1분	60℃, 10초	오토클레이브이다.	배양 온도이다.	냉장이다.	실온이다.	파스퇴르에 가깝다.
임상미생물 동정·감수성 과정에서 파스퇴르 살균의 목적은?	식품 병원체를 줄인다	아포를 모두 보증 제거한다	조직을 고정한다	혈액을 교차한다	절편을 박절한다	저온 살균이다.	멸균과 다르다.	병리가 아니다.	수혈이 아니다.	조직이 아니다.
임상미생물 동정·감수성 과정에서 항산 형광염색의 장점은?	스크리닝이 비교적 빠르다	멸균은 아포까지 제거를 목표로 한다	121℃, 15분 전후	식품 병원체를 줄인다	트립토판 분해	형광 AFB이다.	멸균은 아포까지 제거를 목표로 한다은(는) 같은 단원의 이웃 개념이다.	121℃, 15분 전후은(는) 같은 단원의 이웃 개념이다.	식품 병원체를 줄인다은(는) 같은 단원의 이웃 개념이다.	트립토판 분해은(는) 같은 단원의 이웃 개념이다.
임상미생물 동정·감수성 과정에서 인돌 시험이 보는 것은?	트립토판 분해	요소 분해	시토크롬	카탈라제	응고효소	코바크 적색이다.	우레아제 이웃이다.	옥시다제 이웃이다.	카탈라제 이웃이다.	코아굴라제 이웃이다.
임상미생물 동정·감수성 과정에서 우레아제 양성 예로 배우는 것은?	Proteus, H. pylori	E. coli만	S. pyogenes만	C. albicans만	M. tuberculosis만	요소→암모니아이다.	대장균은 대개 −이다.	연쇄는 다른 시험이다.	진균이다.	항산이다.
운동성 시험이 장내세균에서 가리는 예는?	Klebsiella(−) vs Salmonella(+)	그람양성 vs 음성	효모 vs 사상	바이러스 vs 세균	항산 vs 비항산	반고체 배지이다.	그람이 아니다.	진균이 아니다.	계가 다르다.	항산이 아니다.
TSI에서 사면/고층이 모두 노랑이면?	당 발효(산/산)	알칼리/알칼리만	운동성만	산화효소만	항산성만	장내세균 분별이다.	비발효 이웃이다.	운동은 별도다.	옥시다제는 별도다.	항산은 별도다.
임상미생물 동정·감수성 과정에서 캠파일로박터 배양 조건으로 배우는 것은?	미호기·42℃ 전후	일반 실온 호기만	4℃만	혐기 자린스키만	세포배양만	특수 조건이다.	일반 한천과 다르다.	냉장은 증식이 아니다.	절대혐기와 다르다.	바이러스가 아니다.
임상미생물 동정·감수성 과정에서 임균 배양이 까다로운 이유로 가까운 것은?	건조·저온에 약해서	그람양성이어서	아포를 만들어서	항산이어서	효모여서	운송이 중요하다.	그람음성이다.	아포가 없다.	항산이 아니다.	세균이다.
임상미생물 동정·감수성 과정에서 질편모충 관찰에 쓰는 것은?	신선 습윤 도말	파라핀 절편만	혈액한천만	MacConkey만	LJ만	운동성을 본다.	조직이 1차가 아니다.	세균 배지가 아니다.	장내세균 배지가 아니다.	항산 배지가 아니다.
임상미생물 동정·감수성 과정에서 크립토스포리디움에 유용한 염색은?	변형 항산	미호기·42℃ 전후	Wright만	Congo red만	Oil red만	작은 난포낭이다.	미호기·42℃ 전후은(는) 같은 단원의 이웃 개념이다.	혈액이다.	아밀로이드이다.	지질이다.
혈액도말에서 보는 원충은?	Plasmodium	Giardia	Ascaris 충란	Taenia 충란	Hookworm 충란	말라리아이다.	장관 원충이다.	대변 충란이다.	대변 충란이다.	대변 충란이다.
다음 소견에 가장 가까운 것은?||- 객담 AFB +||- 공동 병변 의심||- 특수 배지 의뢰	항산균 감염 정밀검사	단순 연쇄 인두염	단순 칸디다 구내염	단순 요로 E. coli	단순 피부 백선	결핵 등을 진행한다.	그람양성 인두와 다르다.	효모와 다르다.	장내세균 요로와 다르다.	피부 진균과 다르다.
검체 라벨이 중요한 이유는?	바꿈을 막으려고	잉크를 아끼려고	염색을 생략하려고	고정을 생략하려고	배양을 생략하려고	식별이 안전의 핵심이다.	절약이 아니다.	염색은 남는다.	고정은 조직이다.	배양이 필요할 수 있다.
임상미생물 동정·감수성 과정에서 검사실 폐기물로 옳은 것은?	감염성으로 분리한다	일반과 섞는다	싱크에 버린다	주머니에 넣는다	바닥에 둔다	규정이다.	혼합 금지이다.	무단 방류 금지이다.	자상 위험이다.	방치 금지이다.
임상미생물 동정·감수성 과정에서 공기매개 주의가 필요한 예는?	활동성 폐결핵	단순 상처 감염만	단순 요로감염만	단순 식중독만	단순 백선만	음압·N95 등이다.	접촉 주의 이웃이다.	표준주의 수준과 다르다.	식품 매개와 다르다.	피부 진균과 다르다.
임상미생물 동정·감수성 과정에서 접촉 주의의 예는?	MRSA, VRE, C. difficile	결핵만	홍역만	수두만	인플루엔자만	전파경로별 주의이다.	공기는 결핵 이웃이다.	공기는 홍역 이웃이다.	공기는 수두 이웃이다.	비말은 인플루엔자 이웃이다.
임상미생물 동정·감수성 과정에서 비말 주의의 예는?	인플루엔자, 수막구균	결핵만	MRSA만	C. difficile만	백선만	마스크 거리이다.	공기는 결핵이다.	접촉은 MRSA이다.	접촉은 CDI이다.	피부 진균이다.
다음 중 그람음성 구균은?	Neisseria	Staphylococcus	Streptococcus	Bacillus	Clostridium	쌍구이다.	G+ 포도이다.	G+ 사슬이다.	G+ 간균이다.	G+ 간균이다.
임상미생물 동정·감수성 과정에서 아포를 만드는 그람양성 간균 속은?	Bacillus / Clostridium	Neisseria	Haemophilus	Treponema	Candida	아포이다.	구균이다.	소간균이다.	스피로헤타이다.	진균이다.
임상미생물 동정·감수성 과정에서 인플루엔자균 배양에 필요한 인자로 배우는 것은?	X·V 인자	유당만	만니톨만	bile esculin만	6.5% NaCl만	초콜릿/인자 요구이다.	장내세균 시험이다.	포도상 시험이다.	장구균 시험이다.	장구균 시험이다.
임상미생물 동정·감수성 과정에서 장구균 확인에 쓰는 시험 예는?	bile esculin, 6.5% NaCl	oxidase만	응고효소만	항산만	인돌만	Enterococcus이다.	비발효 이웃이다.	포도상 이웃이다.	항산 이웃이다.	장내세균 이웃이다.
임상미생물 동정·감수성 과정에서 폐렴구균과 녹색연쇄를 가르는 시험 예는?	옵토킨·담즙 용해	응고효소	카탈라제(둘 다 −라 가림이 약함)만으로 충분	항산	인돌	감수성·용해이다.	포도상 시험이다.	둘 다 카탈라제−이다.	항산이 아니다.	장내세균 시험이다.
배양·염색·감수성을 보고할 때 임상미생물 검사실의 핵심으로 가장 적절한 것은?	올바른 검체·무균·동정 QC	추측	삭제	식별 생략	보호구 금지	기본이다.	추측이 아니다.	기록은 남긴다.	식별은 필수이다.	보호가 필요하다.
다음 성상에 가장 가까운 것은?||- 그람양성 쌍알||- α용혈||- 옵토킨 감수성	S. pneumoniae	S. pyogenes	S. aureus	E. faecalis	E. coli	폐렴구균이다.	β용혈 이웃이다.	포도상 이웃이다.	장구균 이웃이다.	장내세균 이웃이다.
다음 성상에 가장 가까운 것은?||- 그람음성 막대||- 유당 발효 +||- 운동성 −||- 협막	K. pneumoniae	E. coli	Salmonella	P. aeruginosa	S. aureus	폐렴막대균 패널이다.	운동성+ 이웃이다.	유당− 이웃이다.	oxidase+ 이웃이다.	그람양성이다.
임상미생물 동정·감수성 과정에서 객담 AFB 양성 시 다음으로 적절한 것은?	항산균 배양·분자검사 의뢰	그람만 반복	MacConkey만	혈액한천만	교차시험	정밀 동정이다.	그람과 다르다.	장내세균 배지가 아니다.	일반 혈액이 1차가 아니다.	수혈이 아니다.
C. difficile 의심 때 우선 가까운 검사는?	대변 독소 또는 유전자	혈액한천 β용혈만	MacConkey 분홍만	KOH 균사만	AFB만	항생제 관련 설사이다.	인두 연쇄와 다르다.	장내세균과 다르다.	진균과 다르다.	항산과 다르다.
다음 중 절대 세포내 기생에 가까운 것은?	Chlamydia	E. coli	S. aureus	C. albicans	A. fumigatus	세포배양이 필요하다.	장내세균이다.	포도상이다.	효모이다.	사상균이다.
